"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000012023";"1556250500005202200001";"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO";"DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO";"11000";"0,00"
"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000012023";"1556250500005202200004";"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO";"DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO";"8200";"0,48"
"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000012023";"1556250500005202200004";"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO";"DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO";"8200";"0,48"
"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000012023";"1556250500005202200003";"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO";"DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO";"8200";"0,00"
"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000012023";"1556250500005202200003";"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO";"DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO";"8200";"0,00"
"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000012023";"1556250500005202200002";"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO";"DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO";"2800";"0,00"
"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000012023";"1556250500005202200002";"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO";"DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO";"2800";"0,00"
"26201";"Colégio Pedro II";"155625";"COLEGIO PEDRO II - CAMPUS NITEROI";"000012023";"1556250500005202200001";"DESINSETIZAÇÃO , DESRATIZAÇÃO , DEDETIZAÇÃO";"DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO";"11000";"0,00"
"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"000012025";"1601990700025202500001";"ASSISTÊNCIA MÉDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DESAÚDE / CONVÊNIO";"ASSISTÊNCIA MÉDICA - HOSPITALAR / DOMICILIAR COMPLEMENTAR DE SAÚDE / CONVÊNIO";"68550833";"0,01"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400021";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"180";"5,29"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500023";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO - MANUTENÇÃO PREVENTIVA (MENSAL) - PARA ATENDER AS NECESSIDADES DO CAMPUS IRANDUBA.";"300";"70,00"
"22204";"Departamento Nacional de Obras Contra as Seca";"193003";"DNOCS CEST/CE - FORTALEZA-CE";"000012025";"1930030590001202500001";"ADMINISTRAÇÃO , GERENCIAMENTO-MANUTENÇÃO VEÍCULO AUTOMOTIVO";"ADMINISTRAÇÃO / GERENCIAMENTO-MANUTENÇÃO VEÍCULO AUTOMOTIVO";"1";"3108236,99"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400002";"ASSINATURA DE DDR";"ASSINATURA DE DDR";"60";"259,34"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500028";"MANUTENÇÃO - PLANEJAMENTO DE SERVIÇOS";"ELABORAÇÃO DO PLANO DE MANUTENÇÃO, OPERAÇÃO E CONTROLE PMOC COM ART - PARA ATE NDER AS DEMANDAS DO CAMPUS IRANDUBA.";"1";"280,00"
"52131";"Comando da Marinha";"783330";"CAPITANIA DOS PORTOS DA PARAIBA";"000012025";"7833300700010202500001";"COMUNICAÇÃO POR CORREIO";"COMUNICAÇÃO POR CORREIO";"12";"208,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400006";"CHAMADAS NACIONAIS FIXO-FIXO STFC-LDN-FF (DEGRAUS 1 A 4)";"CHAMADAS NACIONAIS FIXO-FIXO STFC-LDN-FF (DEGRAUS 1 A 4)";"2460";"0,09"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500026";"INSTALAÇÃO E MONTAGEM DE SISTEMAS DE REFRIGERAÇÃO";"INSTALAÇÃO E MONTAGEM DE SISTEMAS DE REFRIGERAÇÃO - SERVIÇOS EVENTUAIS DE INST ALAÇÃO E DESINSTALAÇÃO - AR CONDICIONADO";"5";"450,00"
"26408";"Instituto Federal de Educação, Ciência e T";"158290";"IFMA/CAMPUS SANTA INES";"000012025";"1582900600017202500002";"FRUTA";"FRUTA";"246";"10,51"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400023";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"120";"5,29"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500025";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO - PARA ATENDER AS NECESSIDADES DO CAMPU S IRANDUBA";"8";"140,00"
"26408";"Instituto Federal de Educação, Ciência e T";"158290";"IFMA/CAMPUS SANTA INES";"000012025";"1582900600017202500004";"FRUTA";"FRUTA";"772";"10,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400016";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"300";"4,21"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500024";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO - PARA ATENDER AS NECESSIDADES DO CAMPU S IRANDUBA";"21";"140,00"
"26408";"Instituto Federal de Educação, Ciência e T";"158290";"IFMA/CAMPUS SANTA INES";"000012025";"1582900600017202500003";"FRUTA";"FRUTA";"462";"9,86"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400005";"CHAMADAS NACIONAIS FIXO-MOVEL - STFC-LDN-FM (VC2 E VC3)";"CHAMADAS NACIONAIS FIXO-MOVEL - STFC-LDN-FM (VC2 E VC3)";"15000";"0,20"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500030";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO - SERVIÇO DE MANUTENÇÃO GELADEIRA E FRE EZER - PARA ATENDER AS DEMANDAS DO CAMPUS IRANDUBA.";"8";"140,00"
"26408";"Instituto Federal de Educação, Ciência e T";"158290";"IFMA/CAMPUS SANTA INES";"000012025";"1582900600017202500005";"FRUTA";"FRUTA";"3088";"12,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400028";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"120";"5,29"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500108";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO - SERVIÇO DE MANUTENÇÃO PREVENTIVA DE A R CONDICIONADO (TRIMESTRAL) - CAMPUS IRANDUBA";"100";"130,00"
"26408";"Instituto Federal de Educação, Ciência e T";"158290";"IFMA/CAMPUS SANTA INES";"000012025";"1582900600017202500001";"FRUTA";"FRUTA";"3088";"8,50"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400004";"CHAMADAS LOCAIS FIXO-FIXO STFC-LOCAL-FF";"CHAMADAS LOCAIS FIXO-FIXO STFC-LOCAL-FF";"54000";"0,09"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500027";"PEÇAS E ACESSÓRIOS APARELHO AR CONDICIONADO";"PEÇAS E ACESSÓRIOS APARELHO AR CONDICIONADO, TIPO MOTOR VENTILADOR, REFERÊNCIA J060004700A, APLICAÇÃO COLUMBIA PORTÁTIL YDK30-4T-6";"1";"45775,24"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400018";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"180";"4,21"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500109";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO";"MANUTENÇÃO DE SISTEMAS DE REFRIGERAÇÃO - SERVIÇO DE MANUTENÇÃO PREVENTIVA DE A R CONDICIONADO (SEMESTRAL) - CAMPUS IRANDUBA";"50";"170,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400003";"INSTALAÇÃO / MANUTENÇÃO / EXPANSÃO / PROGRAMAÇÃO / LOCAÇÃO EQUIPAMENTO TELEFÔNICO";"INSTALAÇÃO / MANUTENÇÃO / EXPANSÃO / PROGRAMAÇÃO / LOCAÇÃO EQUIPAMENTO TELEFÔNICO";"1";"909,18"
"26403";"Instituto Federal de Educação, Ciência e T";"156623";"IFAM - CAMPUS IRANDUBA";"000012025";"1566230590001202500029";"MANUTENÇÃO - PLANEJAMENTO DE SERVIÇOS";"MANUTENÇÃO - PLANEJAMENTO DE SERVIÇOS - ELABORAÇÃO DE PROGRAMA DE GESTÃO DA QU ALIDADE DO AR INTERNO - PARA ATENDER AS DEMANDAS DO CAMPUS IRANDUBA.";"2";"90,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400015";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"300";"4,21"
"26201";"Colégio Pedro II";"155631";"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO II";"000012025";"1556310500018202200003";"LOCAÇÃO EQUIPAMENTO - TRADUÇÃO SIMULTÂNEA / SONORIZAÇÃO";"DIÁRIAS DE SONORIZAÇÃO MÉDIO PORTE: 01 MESA DIGITAL 16 A 24 CANAIS (CONFORME N ECESSIDADE); 02 MICROFONES SEM FIO; 06 MICROFONES COM FIO; PEDESTAIS DE ACORDO COM A QUANTIDADE DE MICROFONES; 04 CAIXAS DE SOM TIPO LINE ARRAY MÍNIMO DE 70 0W CADA; 04 CAIXAS DE SUB GRAVES; DIVISOR DE FREQUÊNCIAS PARA O SISTEMA DE CAI XAS; 06 CAIXAS DE RETORNO 600W; AMPLIFICAÇÃO PARA O SISTEMA DE CAIXAS; PLAYER PARA MÚSICA (CD, NOTEBOOK, DVD); NOTEBOOK DISPONÍVEL PARA GRAVAÇÃO DO ÁUDIO (S EM EDIÇÃO); CABEAMENTO DE QUALIDADE PARA ENERGIA E SINAL DE TODO O SISTEMA; OP ERADOR QUALIFICADO; TÉCNICO AUXILIAR PARA SUPORTE A QUALIDADE DA OPERAÇÃO.";"5";"2900,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400010";"CHAMADAS NACIONAIS FIXO-MOVEL - STFC-LDN-FM (VC2 E VC3)";"CHAMADAS NACIONAIS FIXO-MOVEL - STFC-LDN-FM (VC2 E VC3)";"3600";"0,20"
"26201";"Colégio Pedro II";"155631";"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO II";"000012025";"1556310500018202200003";"LOCAÇÃO EQUIPAMENTO - TRADUÇÃO SIMULTÂNEA / SONORIZAÇÃO";"DIÁRIAS DE SONORIZAÇÃO MÉDIO PORTE: 01 MESA DIGITAL 16 A 24 CANAIS (CONFORME N ECESSIDADE); 02 MICROFONES SEM FIO; 06 MICROFONES COM FIO; PEDESTAIS DE ACORDO COM A QUANTIDADE DE MICROFONES; 04 CAIXAS DE SOM TIPO LINE ARRAY MÍNIMO DE 70 0W CADA; 04 CAIXAS DE SUB GRAVES; DIVISOR DE FREQUÊNCIAS PARA O SISTEMA DE CAI XAS; 06 CAIXAS DE RETORNO 600W; AMPLIFICAÇÃO PARA O SISTEMA DE CAIXAS; PLAYER PARA MÚSICA (CD, NOTEBOOK, DVD); NOTEBOOK DISPONÍVEL PARA GRAVAÇÃO DO ÁUDIO (S EM EDIÇÃO); CABEAMENTO DE QUALIDADE PARA ENERGIA E SINAL DE TODO O SISTEMA; OP ERADOR QUALIFICADO; TÉCNICO AUXILIAR PARA SUPORTE A QUALIDADE DA OPERAÇÃO.";"5";"2900,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400017";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"240";"4,21"
"26201";"Colégio Pedro II";"155631";"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO II";"000012025";"1556310500018202200002";"LOCAÇÃO EQUIPAMENTO - TRADUÇÃO SIMULTÂNEA / SONORIZAÇÃO";"DIÁRIAS DE SONORIZAÇÃO PEQUENO PORTE: 01 MESA 12 CANAIS; 01 MICROFONE SEM FIO; 03 MICROFONES COM FIO; PEDESTAIS DE ACORDO COM A QUANTIDADE DE MICROFONES; 04 CAIXAS FULL RANGE 600W PARA USO EM TRIPÉS APROPRIADOS; 02 CAIXAS DE RETORNO 6 00W; AMPLIFICAÇÃO PARA O SISTEMA DE CAIXAS; PLAYER PARA MÚSICA (CD, NOTEBOOK, DVD); CABEAMENTO DE QUALIDADE PARA ENERGIA E SINAL DE TODO O SISTEMA; OPERADOR QUALIFICADO.";"10";"1900,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400029";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"120";"5,29"
"26201";"Colégio Pedro II";"155631";"COLEGIO PEDRO II - CAMPUS SAO CRISTOVAO II";"000012025";"1556310500018202200002";"LOCAÇÃO EQUIPAMENTO - TRADUÇÃO SIMULTÂNEA / SONORIZAÇÃO";"DIÁRIAS DE SONORIZAÇÃO PEQUENO PORTE: 01 MESA 12 CANAIS; 01 MICROFONE SEM FIO; 03 MICROFONES COM FIO; PEDESTAIS DE ACORDO COM A QUANTIDADE DE MICROFONES; 04 CAIXAS FULL RANGE 600W PARA USO EM TRIPÉS APROPRIADOS; 02 CAIXAS DE RETORNO 6 00W; AMPLIFICAÇÃO PARA O SISTEMA DE CAIXAS; PLAYER PARA MÚSICA (CD, NOTEBOOK, DVD); CABEAMENTO DE QUALIDADE PARA ENERGIA E SINAL DE TODO O SISTEMA; OPERADOR QUALIFICADO.";"10";"1900,00"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400011";"CHAMADAS NACIONAIS FIXO-MOVEL - STFC-LDN-FM (VC2 E VC3)";"CHAMADAS NACIONAIS FIXO-MOVEL - STFC-LDN-FM (VC2 E VC3)";"9960";"0,20"
"26417";"Instituto Federal de Educação, Ciência e T";"158474";"IFPB - CAMPUS CABEDELO";"000012025";"1584740590011202400003";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"1";"0,01"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400007";"CHAMADAS NACIONAIS FIXO-FIXO STFC-LDN-FF (DEGRAUS 1 A 4)";"CHAMADAS NACIONAIS FIXO-FIXO STFC-LDN-FF (DEGRAUS 1 A 4)";"3000";"0,09"
"26417";"Instituto Federal de Educação, Ciência e T";"158474";"IFPB - CAMPUS CABEDELO";"000012025";"1584740590011202400006";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"0";"333,02"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400024";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"120";"5,29"
"26417";"Instituto Federal de Educação, Ciência e T";"158474";"IFPB - CAMPUS CABEDELO";"000012025";"1584740590011202400002";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"0";"0,01"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400025";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"120";"5,29"
"26417";"Instituto Federal de Educação, Ciência e T";"158474";"IFPB - CAMPUS CABEDELO";"000012025";"1584740590011202400001";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"2";"0,01"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400027";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"120";"5,29"
"26417";"Instituto Federal de Educação, Ciência e T";"158474";"IFPB - CAMPUS CABEDELO";"000012025";"1584740590011202400004";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"2";"2386,67"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400012";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"1200";"4,21"
"26417";"Instituto Federal de Educação, Ciência e T";"158474";"IFPB - CAMPUS CABEDELO";"000012025";"1584740590011202400005";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"PRESTAÇAO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS";"0";"5520,12"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400022";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"180";"5,29"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400020";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"240";"4,21"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400009";"CHAMADAS NACIONAIS FIXO-FIXO STFC-LDN-FF (DEGRAUS 1 A 4)";"CHAMADAS NACIONAIS FIXO-FIXO STFC-LDN-FF (DEGRAUS 1 A 4)";"9000";"0,09"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400001";"ASSINATURA DE ENTRONCAMENTO DIGITAL BIDIRECIONAL E1";"ASSINATURA DE ENTRONCAMENTO DIGITAL BIDIRECIONAL E1";"60";"808,22"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400026";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FFM) - ORIGEM FIXO";"120";"5,29"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400008";"CHAMADAS NACIONAIS FIXO-FIXO STFC-LDN-FF (DEGRAUS 1 A 4)";"CHAMADAS NACIONAIS FIXO-FIXO STFC-LDN-FF (DEGRAUS 1 A 4)";"3480";"0,09"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400014";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"600";"4,21"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400013";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"1800";"4,21"
"52131";"Comando da Marinha";"751212";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"000012025";"7512120590015202400019";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"CHAMADAS INTERNACIONAIS (LDI-STFC-FF) - ORIGEM FIXO";"300";"4,21"
"26405";"Instituto Federal de Educação, Ciência e T";"158319";"CAMPUS MARACANAU/IFCE";"000012026";"1583190600021202500008";"SERVIÇO DE ALMOXARIFADO VIRTUAL DE MATERIAL DE CONSUMO ADMINISTRATIVO - GERENCIAMENTO DE MEIOS LOGÍSTICOS";"CONTRATAÇÃO DE SERVIÇOS CONTINUADOS DE OUTSOURCING PARA OPERAÇÃO DE ALMOXARIFADO VIRTUAL, SOB DEMANDA, DESTINADOS AO FORNECIMENTO DE MATERIAIS DE CONSUMO DE MANUTENÇÃO PREDIAL PARA O IFCE CAMPUS MARACANAÚ";"1";"179245,01"
"26457";"Universidade Federal do Norte do Tocantins";"156763";"UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS";"000012026";"1567630600007202500001";"MANUTENÇÃO EXTINTORES / MANGUEIRAS - COMBATE INCÊNDIO";"MANUTENÇÃO EXTINTORES / MANGUEIRAS - COMBATE INCÊNDIO";"1";"18599,00"
"26408";"Instituto Federal de Educação, Ciência e T";"158294";"IFMA/CAMPUS IMPERATRIZ";"000012026";"1582940600035202500002";"FRUTA";"FRUTA - APRESENTAÇÃO: NATURAL, TIPO: MAÇÃ GOLDEN";"13520";"1,91"
"26457";"Universidade Federal do Norte do Tocantins";"156763";"UNIVERSIDADE FEDERAL DO NORTE DE TOCANTINS";"000012026";"1567630600007202500002";"MANUTENÇÃO EXTINTORES / MANGUEIRAS - COMBATE INCÊNDIO";"MANUTENÇÃO EXTINTORES / MANGUEIRAS - COMBATE INCÊNDIO";"1";"5830,00"
"26408";"Instituto Federal de Educação, Ciência e T";"158294";"IFMA/CAMPUS IMPERATRIZ";"000012026";"1582940600035202500003";"FRUTA";"FRUTA - APRESENTAÇÃO: NATURAL, TIPO 1: UVA RED GLOBE";"4160";"2,60"
"30108";"Polícia Federal";"200392";"SUPERINTENDENCIA REGIONAL NO ESTADO DO CE";"000012026";"0";"Informação protegida por sigilo nos termos da legislação vigente";"Informação protegida por sigilo nos termos da legislação vigente";"10";"4257,00"
"26408";"Instituto Federal de Educação, Ciência e T";"158294";"IFMA/CAMPUS IMPERATRIZ";"000012026";"1582940600035202500001";"FRUTA";"FRUTA - TIPO: BANANA PRATA / BANANA BRANCA, APRESENTAÇÃO: NATURAL, ADICIONAL: ORGÂNICA";"6555";"1,07"
"30802";"Polícia Rodoviária Federal";"200127";"SUPERINTENDENCIA DA PRF NO PIAUI";"000012026";"2001270590010202500001";"ASSINATURA DO SERVIÇO DE TELECOMUNICAÇÕES - SATÉLITE";"ASSINATURA DO SERVIÇO DE TELECOMUNICAÇÕES - SATÉLITE";"240";"799,99"
"26408";"Instituto Federal de Educação, Ciência e T";"158294";"IFMA/CAMPUS IMPERATRIZ";"000012026";"1582940600035202500005";"SUCO";"SUCO - APRESENTAÇÃO: LÍQUIDO, CARACTERÍSTICAS ADICIONAIS: CONCENTRADO, RENDIMENTO MÍNIMO, 1 PARTE DE SUCO-, SABOR: GOIABA, TIPO: NATURAL";"2080";"6,83"
"44205";"Agência Nacional de Águas e Saneamento Bás";"443001";"AGENCIA NACIONAL DE AGUAS E SANEAMENTO BASICO";"000012026";"4430010700001202700001";"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE - CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"1";"5358260,17"
"26408";"Instituto Federal de Educação, Ciência e T";"158294";"IFMA/CAMPUS IMPERATRIZ";"000012026";"1582940600035202500004";"FRUTA";"FRUTA - ADICIONAL: ORGÂNICA, APRESENTAÇÃO: NATURAL, TIPO: TANGERINA PONCAN";"3120";"1,91"
