"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"000032026";"Objeto: AQUISIÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE AR CONDICIONADO";"";"Sem Informação";"Não se aplica";"15000";"Justiça do Trabalho";"15000";"Justiça do Trabalho - Unidades com vínculo ";"080001";"TRIBUNAL SUPERIOR DO TRABALHO";"23/12/2025";"06/01/2026";"23/12/2025";"11/04/2026";"19156088000163";"RR COMERCIO INSTALACAO E MANUTENCAO DE AR CONDICIONADO LTDA";"7778,0000";"7778,0000";"900132025";"";"";"";""
"000042026";"Objeto: CONTRATAÇÃO DE GÊNEROS ALIMENTÍCIOS A FIM DE ATENDER AOS INTERESSES DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA - CAMPUS SANTO ANTÔNIO DE JESUS/BA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26427";"Instituto Federal de Educação, Ciência e T";"156060";"INSTITUTO FEDERAL DA BAHIA- STO ANTONIO JESUS";"13/01/2026";"14/01/2026";"13/01/2026";"12/01/2027";"06322666000142";"CLODOALDO SOUZA BOMFIM DE CAMAMU";"193,5000";"193,5000";"-3";"";"";"";""
"000012026";"Objeto: SERVIÇOS CONTINUADOS DE TRANSPORTE";"";"Pregão - Registro de Preço";"Não se aplica";"33000";"Ministério da Previdência Social";"37202";"Instituto Nacional do Seguro Social";"510677";"SUPERINTENDENCIA REGIONAL NORDESTE";"13/01/2026";"14/01/2026";"20/03/2026";"20/09/2028";"20795839000170";"CACTOS ADMINISTRACAO E SERVICOS LTDA";"11848442,7000";"11848442,7000";"000522023";"510677";"SUPERINTENDENCIA REGIONAL NORDESTE";"9999";"Pregão - Registro de Preço"
"010472025";"Objeto: PRESTAÇÃO PELA DISTRIBUIDORA DO SERVIÇO PÚBLICO DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA AO CONSUMIDOR. ESTE CONTRATO CONTÉM AS PRINCIPAIS CONDIÇÕES DA PRESTAÇÃO E UTILIZAÇÃO DO SERVIÇO, SEM PREJUÍZO DO CONTIDO NAS REGRAS DE PRESTAÇÃO DO SERVIÇO PÚBLICO DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA E DEMAIS REGULAMENTOS EXPEDIDOS PELA AGÊNCIA NACIONAL DE ENERGIA ELÉTRICA - ANEEL";"";"Sem Informação";"Não se aplica";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22201";"Instituto Nacional de Colonização e Reforma";"373083";"DIV.EXECUTIVA DE FINANCAS-DAF.2 INCRA-SEDE/DF";"19/09/2025";"30/01/2026";"01/01/2026";"";"07522669000192";"NEOENERGIA DISTRIBUICAO BRASILIA S.A.";"2110772,0400";"2110772,0400";"-3";"";"";"";""
"000032026";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE SUPORTE À IMPLANTAÇÃO E SUSTENTAÇÃO DOS SISTEMAS INTEGRADOS DE GESTÃO (SIG-UFRN)";"";"Pregão - Registro de Preço";"Não se aplica";"26000";"Ministério da Educação";"26248";"Universidade Federal Rural de Pernambuco";"153165";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"26/01/2026";"27/01/2026";"26/01/2026";"26/07/2026";"13406686000167";"SIG SOFTWARE & CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA";"363000,0000";"363000,0000";"900002024";"153165";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"9999";"Pregão - Registro de Preço"
"000082025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A DISPONIBILIZAÇÃO, EM SISTEMA DE COMODATO, DOS EQUIPAMENTOS ESPECIFICADOS NA CLÁUSULA 6 (DO COMODATO) DO TERMO DE REFERÊNCIA, ANEXO I DO EDITAL: PARA O FORNECIMENTO DOS MATERIAIS REFERENTES AO ITEM 7 ESPECIFICADOS NESTE TERMO, SERÁ EXIGIDA A CESSÃO GRATUITA EM REGIME DE COMODATO DOS ACESSÓRIOS/EQUIPAMENTOS - 02 (UMA) PISTOLA/DISPARADOR COMPATÍVEL COM A AGULHA OFERTADA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155906";"MATERNIDADE CLIMERIO DE OLIVEIRA";"06/01/2026";"29/01/2026";"06/01/2026";"29/11/2026";"05330520000186";"UNIBIO DISTRIBUIDORA E SERVICOS LTDA";"9000,0000";"9000,0000";"900342024";"";"";"";""
"000322025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO F U N D A Ç Ã O C U L T U R A L E D E F OME N T O À P E S Q U I S A , E N S I N O , E X T E N S Ã O E I N O V A Ç Ã O - F A D E X , PARA APOIO A GESTÃO ADMINISTRATIVA E ORÇAMENTÁRIA DO PROGRAMA 'SUPERA SÃO FRANCISCO 2025', NAS CONDIÇÕES ESTABELECIDAS NO PROJETO BÁSICO ACADÊMICO E PLANO DE TRABALHO.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26430";"Instituto Federal de Educação, Ciência e T";"158149";"INST.FED.DE ED.,CIENC.E TEC.DO S.PERNAMBUCANO";"22/12/2025";"26/01/2026";"22/12/2025";"22/06/2027";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"19100000,0000";"19100000,0000";"-3";"";"";"";""
"000512025";"Objeto: O PRESENTE CONTRATO TEM COMO OBJETO A PRESTAÇÃO DE APOIO POR PARTE DA CONTRATADA A REALIZAÇÃO DO PROJETO DE PESQUISA APLICADA E INOVAÇÃO (PD&I) VOLTADO À ESTRUTURAÇÃO, EXPERIMENTAÇÃO E VALIDAÇÃO DE METODOLOGIA E ARQUITETURA TECNOLÓGICA PARA APOIO À GESTÃO INTEGRADA DOS PROCESSOS INS?TUCIONAIS DA SECRETARIA NACIONAL DE ESPORTE AMADOR, EDUCAÇÃO, LAZER E INCLUSÃO SOCIAL (SNEAELIS), CONTEMPLANDO A ANÁLISE, AUTOMAÇÃO, MONITORAMENTO E AVALIAÇÃO DOS CICLOS DE DESCENTRALIZAÇÃO DE RECURSOS, POR MEIO DA APLICAÇÃO DE";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26408";"Instituto Federal de Educação, Ciência e T";"158128";"INST. FED. DO MARANHAO";"05/01/2026";"06/01/2026";"05/01/2026";"05/01/2027";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"6628721,0300";"6628721,0300";"-3";"";"";"";""
"001012025";"Objeto: CONTRATAÇÃO DA FUNDAÇÃO CULTURAL E DE FOMENTO À PESQUISA, ENSINO, EXTENSÃO E INOVAÇÃO - FADEX, COM A FINALIDADE DE DAR APOIO À EXECUÇÃO DO PROJETO DE PESQUISA-AÇÃO ARTE, CULTURA E EDUCAÇÃO NO CAMPO: ESTUDO SOBRE PROCESSOS FORMATIVOS E IDENTITÁRIOS EM COMUNIDADES RURAIS VINCULADAS AO INCRA, POR MEIO DE GESTÃO FINANCEIRA E ADMINISTRATIVA DO REFERIDO PROJETO, NOS TERMOS DA LEI Nº 8.958 DE 20 DE DEZEMBRO DE 1994.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26230";"Fundação Universidade Federal do Vale do S";"154421";"FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO";"30/12/2025";"07/01/2026";"30/12/2025";"31/07/2027";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"1499221,5000";"1499221,5000";"-3";"";"";"";""
"001022025";"Objeto: CONTRATAÇÃO DA FUNDAÇÃO CULTURAL E DE FOMENTO À PESQUISA, ENSINO, EXTENSÃO E INOVAÇÃO - FADEX, COM A FINALIDADE DE DAR APOIO À EXECUÇÃO DO '1º CONCURSO DE FOTOGRAFIA - OLHARES DO TEMPO: O PATRIMÔNIO ARQUEOLÓGICO DO PARQUE NACIONAL DA SERRA DA CAPIVARA', POR MEIO DE GESTÃO FINANCEIRA E ADMINISTRATIVA DO REFERIDO PROJETO, NOS TERMOS DA LEI Nº 8.958 DE 20 DE DEZEMBRO DE 1994.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26230";"Fundação Universidade Federal do Vale do S";"154421";"FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO";"30/12/2025";"08/01/2026";"30/12/2025";"31/03/2026";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"55000,0000";"55000,0000";"-3";"";"";"";""
"006212025";"Objeto: CONTRATO ACADÊMICO Nº 35/2025 - UFPI/FADEX: CONTRATAÇÃO DA FADEX, COM A FINALIDADE DE DAR APOIO NA GESTÃO ADMINISTRATIVA E FINANCEIRA NECESSÁRIA À EXECUÇÃO DO PROJETO ACADÊMICO DE EXTENSÃO INTITULADO 'CAMINHOS DO PATRIMÔNIO: INVENTÁRIO PARTICIPATIVO DA CIDADE DE PIRACURUCA/PI', APROVADO PELA CÂMARA DE EXTENSÃO (CAMEX) DA PRÓ-REITORIA DE EXTENSÃO E CULTURA (PREXC) E CADASTRADO SOB O CÓDIGO PJ11/2025-CCHL-365-NVPJ/PG, CONFORME AS DISPOSIÇÕES EXPRESSAS NO PLANO DE TRABALHO UFPI/FADEX (ANEXO I), PARTE INTEGRANT";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26279";"Fundação Universidade Federal do Piauí";"154048";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"26/12/2025";"12/01/2026";"26/12/2025";"31/12/2026";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"150000,0000";"150000,0000";"-3";"";"";"";""
"006192025";"Objeto: CONTRATO ACADÊMICO Nº 33/2025 - UFPI/FADEX: CONTRATAÇÃO DA FADEX, COM A FINALIDADE DE DAR APOIO NA GESTÃO ADMINISTRATIVA E FINANCEIRA NECESSÁRIA À EXECUÇÃO DO PROJETO ACADÊMICO DE ENSINO INTITULADO 'QUALIFICAÇÃO PROFISSIONAL PARA O FORTALECIMENTO DO SUS NO PIAUÍ', APROVADO PELO CONSELHO DE ENSINO, PESQUISA E EXTENSÃO - CEPEX, POR MEIO DA RESOLUÇÃO CEPEX/UFPI NO 933, DE 21 DE NOVEMBRO DE 2025, CONFORME AS DISPOSIÇÕES EXPRESSAS NO PLANO DE TRABALHO UFPI/FADEX (ANEXO I), PARTE INTEGRANTE DESTE CONTRATO, EM CON";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26279";"Fundação Universidade Federal do Piauí";"154048";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"26/12/2025";"12/01/2026";"26/12/2025";"31/05/2027";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"1841129,4000";"1841129,4000";"-3";"";"";"";""
"006232025";"Objeto: CONTRATO ACADÊMICO Nº 38/2025: CONTRATAÇÃO DA FADEX, COM A FINALIDADE DE DAR APOIO NA GESTÃO ADMINISTRATIVA E FINANCEIRA NECESSÁRIA À EXECUÇÃO DO PROJETO ACADÊMICO DE ENSINO INTITULADO 'PROGRAMA INSTITUCIONAL DE FOMENTO E INDUÇÃO DA INOVAÇÃO DA FORMAÇÃO INICIAL E CONTINUADA DE PROFESSORES COM ÊNFASE NA EDUCAÇÃO INTEGRAL (PRILEI) - EDITAL NO 03/2025 - MEC/SEB', CONFORME AS DISPOSIÇÕES EXPRESSAS NO PLANO DE TRABALHO UFPI/FADEX (ANEXO I), PARTE INTEGRANTE DO CONTRATO, EM CONFORMIDADE COM O TED NO 16278/2025 CE";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26279";"Fundação Universidade Federal do Piauí";"154048";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"21/01/2026";"26/01/2026";"21/01/2026";"28/02/2030";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"14160000,0000";"14160000,0000";"-3";"";"";"";""
"006172025";"Objeto: CONTRATO ACADÊMICO Nº 31/2025-UFPI/FADEX: CONTRATAÇÃO DA FADEX, COM A FINALIDADE DE DAR APOIO NA GESTÃO ADMINISTRATIVA E FINANCEIRA NECESSÁRIA À EXECUÇÃO DO PROJETO ACADÊMICO DE ENSINO INTITULADO 'OFERTA DE CURSOS SUPERIORES NA MODALIDADE A DISTÂNCIA NO ÂMBITO DO SISTEMA UNIVERSIDADE ABERTA DO BRASIL (UAB) - EDITAL 25/2023, COM VISTAS A REALIZAÇÃO DO CURSO DE ESPECIALIZAÇÃO EM GESTÃO DA ESCOLA PÚBLICA DE ENSINO MÉDIO (GEPEM)', APROVADO PELO CONSELHO DE PESQUISA, ENSINO E EXTENSÃO (CEPEX), POR MEIO DA RESOLU";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26279";"Fundação Universidade Federal do Piauí";"154048";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"26/12/2025";"12/01/2026";"26/12/2025";"07/05/2027";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"268200,0000";"268200,0000";"-3";"";"";"";""
"006222025";"Objeto: CONTRATO ACADÊMICO Nº 37/2025-UFPI/FADEX: CONTRATAÇÃO DA FADEX, COM A FINALIDADE DE DAR APOIO NA GESTÃO ADMINISTRATIVA E FINANCEIRA NECESSÁRIA À EXECUÇÃO DO PROJETO ACADÊMICO DE EXTENSÃO INTITULADO 'QUALIFICA PIAUÍ: ESTRATÉGIAS DE INTERIORIZAÇÃO E DESENVOLVIMENTO REGIONAL' ACREDITA NO PRIMEIRO PASSO - QUALIFIQUE-SE E EMPREENDA, CADASTRADO NA PRÓ-REITORIA DE EXTENSÃO E CULTURA (PREXC) SOB O N° PJ08/2025-CT-201-NVPJ/PG, CONFORME AS DISPOSIÇÕES EXPRESSAS NO PLANO DE TRABALHO UFPI/FADEX (ANEXO I), EM CONFORMIDA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26279";"Fundação Universidade Federal do Piauí";"154048";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"16/01/2026";"26/01/2026";"16/01/2026";"31/12/2026";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"3000000,0000";"3000000,0000";"-3";"";"";"";""
"006202025";"Objeto: CONTRATO ACADÊMICO Nº 34/2025 - UFPI/FADEX: CONTRATAÇÃO DA FADEX, COM A FINALIDADE DE DAR APOIO NA GESTÃO ADMINISTRATIVA E FINANCEIRA NECESSÁRIA À EXECUÇÃO DO PROJETO ACADÊMICO DE EXTENSÃO INTITULADO 'FORTALECIMENTO DAS MULHERES NEGRAS NO PIAUÍ', APROVADO PELA CÂMARA DE EXTENSÃO (CAMEX) DA PRÓ-REITORIA DE EXTENSÃO E CULTURA (PREXC) E CADASTRADO SOB O CÓDIGO ECL11/2026-PREG-003-NVPJ/PG, CONFORME AS DISPOSIÇÕES EXPRESSAS NO PLANO DE TRABALHO UFPI/FADEX (ANEXO I), PARTE INTEGRANTE DESTE CONTRATO, FINANCIADO PO";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26279";"Fundação Universidade Federal do Piauí";"154048";"FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI";"29/12/2025";"12/01/2026";"29/12/2025";"30/11/2026";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"128000,0000";"128000,0000";"-3";"";"";"";""
"100072025";"Objeto: PROJETO DE PESQUISA E EXTENSÃO 'DIAGNÓSTICO DA PRODUÇÃO DE ARROZ,FEIJÃO, MILHO E MANDIOCA ASSOCIADA À AGRICULTURA FAMILIAR, CAMPONESA, INDÍGENA E DE POVOS DE COMUNIDADES TRADICIONAIS NA REGIÃO NORDESTE E NOS ESTADOS DE MINAS GERAIS, TOCANTINS, MATO GROSSO, PARÁ, RONDÔNIA, RORAIMA E ACRE'";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26455";"Universidade Federal do Delta do Parnaíba";"156680";"UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"08/01/2026";"09/01/2026";"08/01/2026";"08/01/2028";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"14999820,0000";"14999820,0000";"-3";"";"";"";""
"100062025";"Objeto: PROJETO DE EXTENSÃO: 'GUARDIÃS DOS TERRITÓRIOS TRADICIONAIS PESQUEIROS ARTESANAIS (GTPA): ÂNGELAS, GUARDIÃS DAS MARÉS',";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26455";"Universidade Federal do Delta do Parnaíba";"156680";"UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"06/01/2026";"09/01/2026";"06/01/2026";"06/01/2028";"07501328000130";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"2430576,0000";"2430576,0000";"-3";"";"";"";""
"000042026";"Objeto: CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE TÉCNICO EM SECRETARIADO A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA PARA A PRU4 E PRF4 NO ÂMBITO DA SAD4R.";"";"Sem Informação";"Não se aplica";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com vín";"110097";"SUPERINTENDENCIA REG. DE ADMIN. DA 4ª REGIAO";"12/01/2026";"13/01/2026";"19/01/2026";"19/01/2028";"11523806000180";"ZK SERVICOS LTDA";"273552,0000";"291579,8400";"-3";"";"";"";""
"901012025";"Objeto: CONTRATAÇÃO INTEGRADA DE EMPRESA OU CONSÓRCIO PARA O DESENVOLVIMENTO DOS PROJETOS BÁSICO E EXECUTIVO DE ARQUITETURA E ENGENHARIA, BEM COMO A EXECUÇÃO DA OBRA PARA O RESTAURO E ADAPTAÇÃO DE EDIFÍCIO DA ANTIGA FÁBRICA DE TECIDOS PARA ABRIGAR A BIBLIOTECA DO CAMPUS DE SOBRAL DA UNIVERSIDADE FEDERAL DO CEARÁ, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26233";"Universidade Federal do Ceará";"153045";"UNIVERSIDADE FEDERAL DO CEARA";"04/12/2025";"19/01/2026";"04/12/2025";"23/11/2027";"10485488000148";"CONSTRUTORA PLATO LTDA";"11682656,9100";"11682656,9100";"-3";"";"";"";""
"001302025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS], NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"05/01/2026";"31/12/2025";"31/12/2026";"92264472000170";"KOHLER IMPLEMENTOS AGRICOLAS LTDA";"76768,0000";"76768,0000";"-3";"";"";"";""
"000962025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS], NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.GRADE ARADORA 14 DISCOS DE 26'. DEMAIS ESPECIFICAÇÕES TÉCNICAS NO ANEXO.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"92264472000170";"KOHLER IMPLEMENTOS AGRICOLAS LTDA";"172728,0000";"172728,0000";"-3";"";"";"";""
"000022026";"Objeto: CONTRATAÇÃO DO LÍQUIDO ÁGUA MINERAL NATURAL, SEM GÁS, CONFORME ESPECIFICAÇÕES TÉCNICAS E NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26418";"Instituto Federal de Educação, Ciência e T";"151910";"IFPE - CAMPUS GARANHUNS";"23/01/2026";"30/01/2026";"23/01/2026";"23/01/2027";"10882680000178";"LOPES & QUEIROZ BEBIDAS LTDA";"24480,0000";"24480,0000";"-3";"";"";"";""
"001762025";"Objeto: AQUISIÇÃO DE INSUMO DE PESQUISA CLÍNICA IMUNO-HEMATOLÓGICA PARA O SERVIÇO DE HEMOTERAPIA E A ROTINA HEMOTERÁPICA DO LABORATÓRIO DE ANÁLISES CLÍNICAS DO HOSPITAL NAVAL MARCÍLIO DIAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"765720";"HOSPITAL NAVAL MARCILIO DIAS";"27/01/2026";"29/01/2026";"27/01/2026";"27/01/2031";"40175705000164";"CEI COMERCIO EXPORTACAO E IMP DE MAT MEDICOS LTDA";"917040,0000";"917040,0000";"900452024";"";"";"";""
"000412025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRA DE IMPLANTAÇÃO DE SISTEMA DE ABASTECIMENTO DE ÁGUA - SAA NA ALDEIA PITOP E REFORMA E AMPLIAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA - SAA NA ALDEIA TANAJURA, PERTENCENTES AO POLO BASE DE GUAJARÁ-MIRIM, ADSTRITO AO DISTRITO SANITÁRIO ESPECIAL INDÍGENA (DSEI) PORTO VELHO.";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo";"257049";"DISTRITO SANIT.ESP.INDIGENA - PORTO VELHO";"07/01/2026";"08/01/2026";"07/01/2026";"07/01/2027";"15862974000151";"VRG CONSTRUTORA LTDA";"1470766,5800";"1470766,5800";"-3";"";"";"";""
"000012026";"Objeto: contratação de serviços continuados de apoio administrativo, a serem executados com regime de dedicação exclusiva de mão de obra, nas condições estabelecidas no Termo de Referência.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26423";"Instituto Federal de Educação, Ciência e T";"158134";"INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE";"02/01/2026";"23/01/2026";"05/01/2026";"05/01/2027";"11460798000170";"VERDE PLANEJAMENTOS E SERVICOS LTDA";"8841759,9500";"8926279,9700";"-3";"";"";"";""
"000192026";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA COM FORNECIMENTO TOTAL DE MATERIAL E MÃO DE OBRA PARA EXECUÇÃO DA OBRA DE 'CONSTRUÇÃO PVA - CAV' NO CAMPUS DA UNIVERSIDADE FEDERAL DE VIÇOSA (MG)";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26282";"Universidade Federal de Viçosa";"154051";"UNIVERSIDADE FEDERAL DE VICOSA";"28/01/2026";"30/01/2026";"28/01/2026";"21/10/2027";"03398416000106";"ANDRADE & RODRIGUES ENGENHARIA LTDA";"42861412,0100";"42861412,0100";"-3";"";"";"";""
"003062025";"Objeto: A AQUISIÇÃO DE MATERIAIS FARMACOLÓGICOS - GCALC, PARA ATENDER ÀS NECESSIDADES DOS SETORES DO HOSPITAL MILITAR DE ÁREA DE MANAUS";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160020";"HOSPITAL MILITAR DE AREA DE MANAUS";"05/01/2026";"06/01/2026";"05/01/2026";"04/01/2027";"08778201000126";"DROGAFONTE LTDA";"59916,0000";"59916,0000";"-3";"";"";"";""
"000202026";"Objeto: PRESTAÇÃO DE SERVIÇOS NA ÁREA DE ATENDIMENTO E INTERNAÇÃO DOMICILIAR.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160173";"31º BATALHAO DE INFANTARIA MOTORIZADO";"18/12/2025";"19/01/2026";"01/01/2026";"31/12/2026";"05238398000201";"NORDESTE SERVICOS MEDICOS LTDA.";"600000,0000";"600000,0000";"-3";"";"";"";""
"000302026";"Objeto: CREDENCIAMENTO DE ORGANIZAÇÃO CIVIL DE SAÚDE (OCS) E PRESTADORES DE SERVIÇOS DE SAÚDE (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO SISTEMA DE SAÚDE DO EXÉRCITO (SSEX), NO MUNICÍPIO DE FORTALEZA E REGIÃO METROPOLITANA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160050";"HOSPITAL GERAL DE FORTALEZA";"01/01/2026";"13/01/2026";"01/01/2026";"01/01/2036";"06964480000197";"CLINICA PRO-NEFRON LTDA";"750000,0000";"750000,0000";"-3";"";"";"";""
"000632025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A AQUISIÇÃO DE URETERORRENOSCÓPIO FLEXÍVEL, PARA ATENDER AS NECESSIDADES DA UROLOGIA DO HOSPITAL FEDERAL DE IPANEMA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo";"250103";"HOSPITAL FEDERAL DE IPANEMA";"29/12/2025";"08/01/2026";"29/12/2025";"29/12/2026";"54756242000139";"HANDLE COMERCIO DE EQUIPAMENTOS MEDICOS LTDA";"210000,0000";"210000,0000";"-3";"";"";"";""
"000942025";"Objeto: CREDENCIAMENTO DE ORGANIZAÇÕES CIVIS DE SAUDE (OCS) DE BAIXA E MEDIA COMPLEXIDADE E PROFISSIONAIS DE SAUDE AUTONOMOS (PSA) PARA PRESTAÇÃO DE SERVIÇOS DE SAUDE";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160199";"HOSPITAL MILITAR DE AREA DE RECIFE";"01/01/2025";"27/01/2026";"01/01/2025";"31/12/2025";"12824108000188";"CLINICA ERNANI BERGAMO LTDA";"43000,0000";"43000,0000";"-3";"";"";"";""
